id,author,pipeline_tag,downloads,likes,model_age_days,days_since_update,tag_count,gated_flag,z_score,z_classical_flag,z_equal_budget_flag,z_most_extreme_feature,isolation_score,isolation_flag,lof_score,lof_flag,agreement_count
facebook/sam3,facebook,mask-generation,2175339,2558,264.77930555555554,251.0797685185185,12,1,2.5134580033136955,False,False,log_pipeline_model_count,0.5964955781866388,True,1.0753133686825527,False,1
chopratejas/technique-router-onnx,chopratejas,unknown,464639,0,111.68390046296297,111.68381944444444,3,0,2.239897480530956,False,False,log_likes,0.5910253332323896,True,1.1150856126636803,False,1
AngelSlim/Hy3-GGUF,AngelSlim,text-generation,424434,174,16.520729166666666,8.778113425925927,9,0,3.069997138219717,True,False,log_model_age_days,0.5886667075530702,True,1.0852914654575272,False,1
RedHatAI/gemma-4-12B-it-NVFP4,RedHatAI,unknown,613454,3,51.15189814814815,12.998287037037038,11,0,2.068176070862724,False,False,log_model_age_days,0.5874538175730077,True,1.0499891895496145,False,1
software-mansion/react-native-executorch-whisper-tiny,software-mansion,automatic-speech-recognition,379414,1,496.327025462963,8.4328125,4,0,2.2780689280402937,False,False,log_days_since_update,0.5864312188478666,True,1.0498991453790558,False,1
RedHatAI/diffusiongemma-26B-A4B-it-NVFP4,RedHatAI,unknown,509629,19,50.49887731481481,22.261423611111113,10,0,2.0797490417165556,False,False,log_model_age_days,0.5849281066353039,True,1.0309195522898682,False,1
black-forest-labs/FLUX.2-dev,black-forest-labs,image-to-image,1361289,1966,249.3700462962963,162.33604166666666,11,1,2.5134580033136955,False,False,log_pipeline_model_count,0.5826145556064413,True,1.108718943797902,False,1
pyannote/segmentation,pyannote,voice-activity-detection,3078234,686,1610.0214699074074,810.1814351851851,15,1,2.765646440477692,False,False,log_pipeline_model_count,0.5813489350127135,True,1.0876413629710335,False,1
optimum-intel-internal-testing/tiny-random-bert,optimum-intel-internal-testing,unknown,366166,0,281.5894675925926,281.5894212962963,6,0,2.239897480530956,False,False,log_likes,0.5788738532278036,True,1.1080807267591477,False,1
RedHatAI/Qwen2.5-72B-Instruct-FP8-dynamic,RedHatAI,unknown,501078,3,604.7703587962963,604.7612268518518,4,0,1.816788369624371,False,False,log_tag_count,0.5786964290730019,True,1.1208683822635321,False,1
ggml-org/embeddinggemma-300M-GGUF,ggml-org,unknown,3431229,40,328.3236111111111,91.51417824074075,5,0,1.519757742403219,False,False,log_tag_count,0.5774355298887837,True,1.077059167775359,False,1
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,nm-testing,text-generation,1419359,0,705.3403472222222,7.219525462962963,9,0,2.372623766434727,False,False,log_days_since_update,0.5764726878628668,True,1.0923589226650154,False,1
optimum-intel-internal-testing/tiny-random-gpt2,optimum-intel-internal-testing,unknown,647080,0,281.5860648148148,281.5860416666667,5,0,2.239897480530956,False,False,log_likes,0.5756212459052357,True,1.0995827694635767,False,1
briaai/RMBG-2.0,briaai,image-segmentation,687370,1346,638.4898611111112,114.35575231481481,15,1,2.158018364455186,False,False,log_pipeline_model_count,0.5734440361120517,True,1.0571218928651203,False,1
Qwen/Qwen3-TTS-12Hz-1.7B-CustomVoice,Qwen,text-to-speech,2483603,1843,189.62721064814815,181.66604166666667,7,0,1.8237723410671631,False,False,log_author_model_count,0.572823834267896,True,1.199329512364949,False,1
alsgyu/sentiment-analysis-fine-tuned-model,alsgyu,unknown,1287903,9,603.5723842592593,596.5960648148148,3,0,2.180324476778831,False,False,log_tag_count,0.5725054393214489,True,1.1439706286416973,False,1
ggml-org/models-moved,ggml-org,unknown,625055,13,954.2637037037038,274.5530324074074,3,0,2.180324476778831,False,False,log_tag_count,0.5709852400736756,True,1.1453627792222307,False,1
vcruz305/Hy3-GGUF,vcruz305,text-generation,889293,19,22.766342592592594,15.211168981481482,12,0,2.7899754365263845,False,False,log_model_age_days,0.5704651538065201,True,1.0631442201996615,False,1
Comfy-Org/z_image_turbo,Comfy-Org,unknown,5321108,794,245.9577314814815,27.44425925925926,3,0,2.180324476778831,False,False,log_tag_count,0.5694520103164402,True,1.2367971033351457,False,1
farbodtavakkoli/OTel-LLM-E4B-IT,farbodtavakkoli,text-generation,5570768,0,42.231064814814815,36.500844907407405,16,0,2.24047808790717,False,False,log_model_age_days,0.5694012705774415,True,1.0422776380644623,False,1
black-forest-labs/FLUX.1-dev,black-forest-labs,text-to-image,553315,13862,728.115462962963,397.31783564814816,10,1,2.3109173934544267,False,False,log_likes,0.5688548587269339,True,1.0248035337033192,False,1
nvidia/Cosmos-Reason2-2B,nvidia,image-text-to-text,459782,139,229.2564236111111,90.86467592592592,14,1,2.7264212997239885,False,False,log_library_model_count,0.5673890622203868,True,1.024672015667694,False,1
Comfy-Org/Wan_2.2_ComfyUI_Repackaged,Comfy-Org,unknown,5346358,809,367.7109722222222,26.096122685185186,3,0,2.180324476778831,False,False,log_tag_count,0.5670394837437565,True,1.2463510372413191,False,1
facebook/VGGT-1B,facebook,image-to-3d,547666,123,505.0837384259259,499.4873263888889,8,0,2.5134580033136955,False,False,log_pipeline_model_count,0.5641142751091128,True,1.2196249319143886,False,1
pyannote/speaker-diarization-3.1,pyannote,automatic-speech-recognition,8828060,2901,986.6534606481481,810.1782060185185,17,1,2.1245023161445986,False,False,log_downloads,0.5629439387985299,True,1.0032405168979897,False,1
ahotrod/electra_large_discriminator_squad2_512,ahotrod,question-answering,910178,7,1610.0214699074074,2056.102986111111,7,0,2.765646440477692,False,False,log_pipeline_model_count,0.5621242608643583,True,1.151159914954581,False,1
pyannote/voice-activity-detection,pyannote,automatic-speech-recognition,3484004,239,1610.0214699074074,810.1810532407408,14,1,1.794602279017137,False,False,log_library_model_count,0.5593058973924548,True,1.0042142387168826,False,1
argmaxinc/whisperkit-coreml,argmaxinc,automatic-speech-recognition,7919751,199,882.6629513888889,96.14612268518519,7,0,2.7264212997239885,False,False,log_library_model_count,0.5583834782605523,True,1.2523946495549294,False,1
speakleash/Bielik-11B-v3.0-Instruct,speakleash,text-generation,530795,78,264.6211921296296,28.289201388888888,52,1,2.0294158700758453,False,False,log_tag_count,0.5581466352547358,True,1.0234488154714174,False,1
pyannote/embedding,pyannote,unknown,769593,223,1610.0214699074074,810.1827430555555,16,1,1.794602279017137,False,False,log_library_model_count,0.5580498052803884,True,1.0035170402914775,False,1
coolthor/Huihui-Qwen3.6-35B-A3B-abliterated-FP8-DYNAMIC,coolthor,image-text-to-text,400135,3,92.8985300925926,28.84642361111111,18,0,2.4092482907713606,False,False,model_id_length,0.5571867198887396,True,1.0171098604579694,False,1
nvidia/Nemotron-3-Embed-1B-BF16,nvidia,sentence-similarity,399655,123,15.685902777777779,9.093553240740741,54,0,3.114836222374934,True,False,log_model_age_days,0.553775368991243,False,1.3267759946738857,True,1
handy-computer/Voxtral-Mini-4B-Realtime-2602-gguf,handy-computer,automatic-speech-recognition,426535,1,54.45560185185185,31.44681712962963,27,0,2.011763006883448,False,False,log_model_age_days,0.5438043043380941,False,1.3514209311627365,True,1
nvidia/nemotron-3.5-asr-streaming-0.6b,nvidia,automatic-speech-recognition,1014402,965,75.08859953703704,23.42136574074074,65,0,2.3867925822786926,False,False,log_tag_count,0.5382232769307572,False,1.2695984307352057,True,1
facebook/contriever,facebook,unknown,7729368,96,1610.0214699074074,1652.2753703703704,6,0,1.9877360020357708,False,False,log_downloads,0.5365663855588485,False,1.362031100961333,True,1
1-800-BAD-CODE/xlm-roberta_punctuation_fullstop_truecase,1-800-BAD-CODE,unknown,451748,67,1179.0603587962962,1110.137175925926,57,0,2.508377993321203,False,False,model_id_length,0.5300463776834772,False,1.3885071199134944,True,1
openbmb/VoxCPM2,openbmb,text-to-speech,1019206,1503,117.77372685185185,104.85403935185185,42,0,2.7264212997239885,False,False,log_library_model_count,0.5284993173129175,False,1.2856231104149314,True,1
openai/clip-vit-base-patch32,openai,zero-shot-image-classification,23570248,991,1610.0214699074074,881.5931134259259,11,0,3.1350597847100454,True,False,log_downloads,0.5271082946889385,False,1.3463044788906202,True,1
Lightricks/LTX-2.3,Lightricks,image-to-video,2173039,1723,147.0635648148148,20.532719907407408,30,0,2.317845454399697,False,False,log_pipeline_model_count,0.5242176628062272,False,1.3049760922325566,True,1
handy-computer/parakeet-tdt-0.6b-v3-gguf,handy-computer,automatic-speech-recognition,521337,1,105.50541666666666,31.444050925925925,49,0,2.0011069813134856,False,False,log_library_model_count,0.5235975315441252,False,1.3599317795000156,True,1
facebook/nllb-200-distilled-600M,facebook,translation,1919618,945,1482.5944791666666,896.27875,205,0,4.241135152916642,True,True,log_tag_count,0.5178786297812045,False,1.1684094332606179,False,1
Kijai/LTX2.3_comfy,Kijai,unknown,999912,557,146.36090277777777,1.1336111111111111,6,0,3.298859216733342,True,True,log_days_since_update,0.5136432175903907,False,1.2052406491897834,False,1
cyankiwi/Devstral-Small-2-24B-Instruct-2512-AWQ-4bit,cyankiwi,unknown,461410,14,231.2730787037037,8.229224537037037,10,0,2.293053606179259,False,False,log_days_since_update,0.5123812766373271,False,1.3196522916137723,True,1
Qwen/Qwen-Image-Edit-2509,Qwen,image-to-image,410275,1222,310.4516203703704,310.4325,9,0,2.5134580033136955,False,False,log_pipeline_model_count,0.5092615296679067,False,1.2696712810471584,True,1
handy-computer/parakeet-unified-en-0.6b-gguf,handy-computer,automatic-speech-recognition,1767381,2,80.52333333333333,31.44392361111111,16,0,2.0011069813134856,False,False,log_library_model_count,0.5067081352423844,False,1.2867893354148132,True,1
Qwen/Qwen2.5-VL-3B-Instruct,Qwen,image-text-to-text,7929160,680,549.6072337962963,479.316875,15,0,2.013996813308073,False,False,log_downloads,0.503590338405725,False,1.6701125322309633,True,1
Lightricks/LTX-2,Lightricks,image-to-video,419976,1769,207.56690972222222,149.47351851851852,30,0,2.317845454399697,False,False,log_pipeline_model_count,0.5035841764342803,False,1.3191022026041541,True,1
BAAI/bge-m3,BAAI,sentence-similarity,35229091,3292,914.2864699074074,756.3818287037037,17,0,3.5486129586538833,True,True,log_downloads,0.50015630289306,False,1.255864089260936,False,1
autogluon/chronos-2,autogluon,time-series-forecasting,12340180,47,296.2132986111111,54.50001157407407,14,0,2.4691500341307777,False,False,log_downloads,0.4980263552348152,False,1.2736754526270158,True,1
alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech,alefiury,audio-classification,872896,48,1192.8890393518518,858.1367476851852,12,0,3.103156208620255,True,False,model_id_length,0.49689990561835923,False,1.2823446272972525,True,1
intfloat/multilingual-e5-small,intfloat,sentence-similarity,15722324,377,1125.6867708333334,118.90549768518518,113,0,3.2771986470412107,True,True,log_tag_count,0.4967861264757824,False,1.1387264079998938,False,1
intfloat/multilingual-e5-large,intfloat,feature-extraction,7716888,1236,1125.681724537037,118.90487268518518,115,0,3.3055325442337042,True,True,log_tag_count,0.4943729381152695,False,1.1171069574522423,False,1
deepseek-ai/DeepSeek-V3,deepseek-ai,text-generation,1164433,4108,581.4636226851852,489.83211805555555,12,0,1.730650825683948,False,False,log_likes,0.4939733154050777,False,1.4219802188660478,True,1
RedHatAI/gemma-4-31B-it-FP8-block,RedHatAI,image-text-to-text,5339745,44,117.36105324074074,0.0,14,0,3.8192994441086268,True,True,log_days_since_update,0.4927734786155706,False,1.1831185886776094,False,1
Systran/faster-whisper-large-v3,Systran,automatic-speech-recognition,1217013,626,979.6011574074074,979.5963888888889,105,0,3.15866216118211,True,True,log_tag_count,0.4920945043722993,False,1.1354586758088816,False,1
FacebookAI/xlm-roberta-base,FacebookAI,fill-mask,22804280,876,1610.0214814814815,891.4664236111112,107,0,3.189114599666801,True,True,log_tag_count,0.4899295993956517,False,1.1942884681020327,False,1
tencent/HunyuanOCR,tencent,image-text-to-text,469280,791,253.82712962962964,1.6739814814814815,19,0,3.143820557421498,True,True,log_days_since_update,0.488906822457894,False,1.2031442480745265,False,1
MahmoudAshraf/mms-300m-1130-forced-aligner,MahmoudAshraf,automatic-speech-recognition,2534654,95,818.1231597222222,105.37694444444445,142,0,3.6464410928636926,True,True,log_tag_count,0.48734793221140116,False,1.1432708361013642,False,1
openai/whisper-large-v3,openai,automatic-speech-recognition,5855853,6007,995.2213657407408,716.5693287037037,113,0,3.2771986470412107,True,True,log_tag_count,0.4847884412269612,False,1.1848645992493083,False,1
sentence-transformers/all-mpnet-base-v2,sentence-transformers,sentence-similarity,27068009,1337,1610.0214699074074,344.5733217592593,43,0,3.2774437079268908,True,True,log_downloads,0.4844149583162602,False,1.166825540600255,False,1
intfloat/multilingual-e5-base,intfloat,sentence-similarity,7363642,379,1167.5648148148148,118.90728009259259,114,0,3.291427191842414,True,True,log_tag_count,0.4830896747616228,False,1.1170881823400183,False,1
openai-community/gpt2,openai-community,text-generation,13683436,3382,1610.0214814814815,891.5432291666667,17,0,2.5754748696386174,False,False,log_downloads,0.48272561898494604,False,1.3401557829956712,True,1
sentence-transformers/LaBSE,sentence-transformers,sentence-similarity,756901,343,1610.0214699074074,510.4302662037037,124,0,3.427269009109611,True,True,log_tag_count,0.48050701519645067,False,1.113978004842448,False,1
openai/whisper-large-v3-turbo,openai,automatic-speech-recognition,8616744,3203,666.680925925926,663.3811226851852,113,0,3.2771986470412107,True,True,log_tag_count,0.47875555488912996,False,1.181436407382185,False,1
BAAI/bge-small-en-v1.5,BAAI,feature-extraction,70010908,520,1051.7771412037036,888.8497337962963,22,0,4.25532807815544,True,True,log_downloads,0.47774378544012003,False,1.2492035811017128,False,1
segment-any-text/sat-3l-sm,segment-any-text,token-classification,546996,12,773.6108796296296,673.5035185185185,94,0,2.9801680198200584,False,False,log_tag_count,0.47384150134470104,False,1.2947793114212323,True,1
jinaai/jina-embeddings-v3,jinaai,feature-extraction,3230024,1151,692.5022453703704,112.4137962962963,108,0,3.2041299872865454,True,True,log_tag_count,0.4702770085756868,False,1.1616854183870842,False,1
FacebookAI/xlm-roberta-large,FacebookAI,fill-mask,7897342,522,1610.0214814814815,891.4663194444445,107,0,3.189114599666801,True,True,log_tag_count,0.47005324967510137,False,1.1419912595958968,False,1
openai/whisper-base,openai,automatic-speech-recognition,5983304,281,1402.7147453703703,881.5646180555556,114,0,3.291427191842414,True,True,log_tag_count,0.46904558273156294,False,1.1894167763068124,False,1
RedHatAI/gemma-4-31B-it-NVFP4,RedHatAI,image-text-to-text,1278964,56,117.29221064814814,0.0,16,0,3.8192994441086268,True,True,log_days_since_update,0.46832979452817824,False,1.0986967500412577,False,1
facebook/wav2vec2-xls-r-300m,facebook,unknown,1552132,128,1610.0214699074074,1449.6584837962962,138,0,3.6002207439857172,True,True,log_tag_count,0.4662864862070106,False,1.1479940358494585,False,1
google-bert/bert-base-multilingual-uncased,google-bert,fill-mask,4150293,158,1610.0214814814815,891.5375,114,0,3.291427191842414,True,True,log_tag_count,0.46551841779487513,False,1.1201494746760228,False,1
google-bert/bert-base-multilingual-cased,google-bert,fill-mask,2449696,601,1610.0214814814815,891.5377199074074,117,0,3.333382077508815,True,True,log_tag_count,0.4621742007129825,False,1.0847377399792164,False,1
intfloat/multilingual-e5-large-instruct,intfloat,feature-extraction,2181394,631,902.4586574074074,384.57457175925924,110,0,3.2337518583180582,True,True,log_tag_count,0.460564849842704,False,1.0920664174379742,False,1
jinaai/jina-clip-v2,jinaai,feature-extraction,599433,341,659.3925347222222,112.4140625,121,0,3.3876923740832408,True,True,log_tag_count,0.4597849891583214,False,1.1837866631267338,False,1
nomic-ai/nomic-embed-text-v2-moe,nomic-ai,sentence-similarity,1627454,492,537.0485300925926,484.4313310185185,115,0,3.3055325442337042,True,True,log_tag_count,0.4592253241958811,False,1.0694675783996828,False,1
microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract-fulltext,microsoft,fill-mask,437896,330,1610.0214699074074,996.2474189814815,11,0,3.0040265060704128,True,False,model_id_length,0.45865040401643414,False,1.2981172485725472,True,1
distilbert/distilbert-base-multilingual-cased,distilbert,fill-mask,707237,243,1610.0214814814815,814.4257638888889,117,0,3.333382077508815,True,True,log_tag_count,0.45840940779954664,False,1.1472684443741323,False,1
openai/whisper-small,openai,automatic-speech-recognition,2377561,576,1402.7142708333333,881.5433101851852,114,0,3.291427191842414,True,True,log_tag_count,0.4568134267152986,False,1.1499682761509944,False,1
openai/whisper-tiny,openai,automatic-speech-recognition,1861836,436,1402.7149305555556,881.5433680555556,114,0,3.291427191842414,True,True,log_tag_count,0.45351124351512284,False,1.148693923696919,False,1
microsoft/VibeVoice-ASR,microsoft,automatic-speech-recognition,693984,1247,189.3720138888889,183.44974537037038,63,0,2.3366606876462304,False,False,log_tag_count,0.450084679010061,False,1.2785135115651798,True,1
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,nvidia,text-generation,3046371,409,141.22703703703704,89.29561342592592,27,0,1.5170809678227823,False,False,model_id_length,0.4498992413489651,False,1.2951392497970877,True,1
flair/ner-english-fast,flair,token-classification,501536,27,1610.0214699074074,738.1911574074074,7,0,2.7264212997239885,False,False,log_library_model_count,0.5546866786791226,False,1.2617781779520065,False,0
Revai/reverb-diarization-v1,Revai,automatic-speech-recognition,409030,13,701.5752546296296,657.4800578703704,7,1,1.794602279017137,False,False,log_library_model_count,0.5543096505436376,False,1.0686443038568256,False,0
farbodtavakkoli/OTel-LLM-8B-A1B-IT,farbodtavakkoli,text-generation,1773144,0,42.23016203703704,36.50079861111111,16,0,2.240497267708244,False,False,log_model_age_days,0.5541511532562889,False,1.0005210194107117,False,0
Synaptics/yolo,Synaptics,unknown,548616,0,303.8469212962963,79.69074074074074,5,0,2.239897480530956,False,False,log_likes,0.5533425741573007,False,0.9980302798207089,False,0
pyannote/speaker-diarization,pyannote,automatic-speech-recognition,383037,1309,1610.0214699074074,810.1817129629629,23,1,1.794602279017137,False,False,log_library_model_count,0.5521889923245941,False,0.9987509540553297,False,0
Qwen/Qwen3-TTS-12Hz-0.6B-Base,Qwen,text-to-speech,423176,271,189.62631944444445,181.66575231481482,19,0,1.8237723410671631,False,False,log_author_model_count,0.551799088825776,False,1.084620034868926,False,0
Kijai/WanVideo_comfy,Kijai,unknown,1872661,2452,519.2539699074074,46.29417824074074,5,0,1.5598494519281223,False,False,log_library_model_count,0.5514620991229441,False,1.2000013250903159,False,0
trl-internal-testing/tiny-Qwen2ForSequenceClassification-2.5,trl-internal-testing,text-classification,2494856,1,561.5358564814815,222.1999074074074,9,0,2.904896803520571,False,False,model_id_length,0.5508385024020029,False,1.106476457027428,False,0
trl-internal-testing/tiny-NemotronHForCausalLM-nano,trl-internal-testing,text-generation,452339,0,55.3852662037037,55.38519675925926,8,0,2.239897480530956,False,False,log_likes,0.5494989995632401,False,1.2414440661383566,False,0
Qwen/Qwen3-TTS-12Hz-0.6B-CustomVoice,Qwen,text-to-speech,1602682,172,189.6266435185185,181.66538194444445,19,0,1.8237723410671631,False,False,log_author_model_count,0.5493846219798545,False,1.0939261586040903,False,0
HauhauCS/Qwen3.6-35B-A3B-Uncensored-HauhauCS-Aggressive,HauhauCS,image-text-to-text,1803090,3185,103.9892824074074,103.87545138888889,17,0,2.4092482907713606,False,False,model_id_length,0.5462579265926245,False,1.0717107598345432,False,0
nvidia/MiniMax-M3-NVFP4,nvidia,text-generation,584358,70,36.132789351851855,33.279131944444444,17,0,2.3801363380892404,False,False,log_model_age_days,0.5461582111298668,False,0.9982377779999845,False,0
CohereLabs/cohere-transcribe-03-2026,CohereLabs,automatic-speech-recognition,1061056,1064,127.55840277777777,49.342835648148146,29,1,1.2427779731265622,False,False,log_author_model_count,0.5461209932244994,False,1.003976801325472,False,0
Mia-AiLab/Gemmable-4-12B-MTP-GGUF,Mia-AiLab,unknown,475027,47,41.71736111111111,41.059756944444445,8,0,2.251457133108364,False,False,log_model_age_days,0.5460497024323455,False,1.1746735516398377,False,0
pyannote/speaker-diarization-community-1,pyannote,automatic-speech-recognition,4904724,889,470.1030671296296,303.63652777777776,18,1,1.794602279017137,False,False,log_library_model_count,0.5458973383353668,False,1.0021433900051293,False,0
black-forest-labs/FLUX.1-Fill-dev,black-forest-labs,unknown,407861,1113,616.1767013888889,397.31728009259257,9,1,1.3381077726260269,False,False,log_library_model_count,0.5449913351409635,False,0.9905847443267155,False,0
stabilityai/sd-turbo,stabilityai,text-to-image,672836,455,975.3046296296296,749.5146875,5,0,1.519757742403219,False,False,log_tag_count,0.544164779256542,False,1.1306381687062572,False,0
gravitee-io/bert-small-pii-detection,gravitee-io,token-classification,430206,5,315.39119212962964,69.58729166666667,16,0,1.3849133288350035,False,False,log_likes,0.5441376848712395,False,0.9922817116177157,False,0
